Category,Product,Option,"Website code","Website price","Notes / question"
"PLEASE CONFIRM - GLITTER CLEANUP","Navy Blue Glitter",,GL15-sz07,57.0,"You've marked these older/duplicate option rows red while leaving the ""per metre"" / ""per 30 metre roll"" rows unmarked on this colour. Reading this as: keep the product, just remove these old duplicate options — please confirm that's right before we clean these up."
"PLEASE CONFIRM - GLITTER CLEANUP","Navy Blue Glitter",,GL15-sz08,18.24,"You've marked these older/duplicate option rows red while leaving the ""per metre"" / ""per 30 metre roll"" rows unmarked on this colour. Reading this as: keep the product, just remove these old duplicate options — please confirm that's right before we clean these up."
"PLEASE CONFIRM - GLITTER CLEANUP","Navy Blue Glitter",,GL15-sz09,91.2,"You've marked these older/duplicate option rows red while leaving the ""per metre"" / ""per 30 metre roll"" rows unmarked on this colour. Reading this as: keep the product, just remove these old duplicate options — please confirm that's right before we clean these up."
"PLEASE CONFIRM - GLITTER CLEANUP","Red Glitter",,GL8-sz01,3.54,"You've marked these older/duplicate option rows red while leaving the ""per metre"" / ""per 30 metre roll"" rows unmarked on this colour. Reading this as: keep the product, just remove these old duplicate options — please confirm that's right before we clean these up."
"PLEASE CONFIRM - GLITTER CLEANUP","Red Glitter",,GL8-sz02,5.73,"You've marked these older/duplicate option rows red while leaving the ""per metre"" / ""per 30 metre roll"" rows unmarked on this colour. Reading this as: keep the product, just remove these old duplicate options — please confirm that's right before we clean these up."
"PLEASE CONFIRM - GLITTER CLEANUP","Red Glitter",,GL8-sz03,7.98,"You've marked these older/duplicate option rows red while leaving the ""per metre"" / ""per 30 metre roll"" rows unmarked on this colour. Reading this as: keep the product, just remove these old duplicate options — please confirm that's right before we clean these up."
"PLEASE CONFIRM - GLITTER CLEANUP","Red Glitter",,GL8-sz04,8.19,"You've marked these older/duplicate option rows red while leaving the ""per metre"" / ""per 30 metre roll"" rows unmarked on this colour. Reading this as: keep the product, just remove these old duplicate options — please confirm that's right before we clean these up."
"PLEASE CONFIRM - GLITTER CLEANUP","Red Glitter",,GL8-sz05,40.95,"You've marked these older/duplicate option rows red while leaving the ""per metre"" / ""per 30 metre roll"" rows unmarked on this colour. Reading this as: keep the product, just remove these old duplicate options — please confirm that's right before we clean these up."
"PLEASE CONFIRM - GLITTER CLEANUP","Red Glitter",,GL8-sz06,11.4,"You've marked these older/duplicate option rows red while leaving the ""per metre"" / ""per 30 metre roll"" rows unmarked on this colour. Reading this as: keep the product, just remove these old duplicate options — please confirm that's right before we clean these up."
"PLEASE CONFIRM - GLITTER CLEANUP","Red Glitter",,GL8-sz07,57.0,"You've marked these older/duplicate option rows red while leaving the ""per metre"" / ""per 30 metre roll"" rows unmarked on this colour. Reading this as: keep the product, just remove these old duplicate options — please confirm that's right before we clean these up."
"PLEASE CONFIRM - GLITTER CLEANUP","Red Glitter",,GL8-sz08,18.24,"You've marked these older/duplicate option rows red while leaving the ""per metre"" / ""per 30 metre roll"" rows unmarked on this colour. Reading this as: keep the product, just remove these old duplicate options — please confirm that's right before we clean these up."
"PLEASE CONFIRM - GLITTER CLEANUP","Red Glitter",,GL8-sz09,91.2,"You've marked these older/duplicate option rows red while leaving the ""per metre"" / ""per 30 metre roll"" rows unmarked on this colour. Reading this as: keep the product, just remove these old duplicate options — please confirm that's right before we clean these up."
"PLEASE CONFIRM - GLITTER CLEANUP","Salmon Glitter",,GL18-sz01,3.54,"You've marked these older/duplicate option rows red while leaving the ""per metre"" / ""per 30 metre roll"" rows unmarked on this colour. Reading this as: keep the product, just remove these old duplicate options — please confirm that's right before we clean these up."
"PLEASE CONFIRM - GLITTER CLEANUP","Salmon Glitter",,GL18-sz02,5.73,"You've marked these older/duplicate option rows red while leaving the ""per metre"" / ""per 30 metre roll"" rows unmarked on this colour. Reading this as: keep the product, just remove these old duplicate options — please confirm that's right before we clean these up."
"PLEASE CONFIRM - GLITTER CLEANUP","Salmon Glitter",,GL18-sz03,7.98,"You've marked these older/duplicate option rows red while leaving the ""per metre"" / ""per 30 metre roll"" rows unmarked on this colour. Reading this as: keep the product, just remove these old duplicate options — please confirm that's right before we clean these up."
"PLEASE CONFIRM - GLITTER CLEANUP","Salmon Glitter",,GL18-sz04,8.19,"You've marked these older/duplicate option rows red while leaving the ""per metre"" / ""per 30 metre roll"" rows unmarked on this colour. Reading this as: keep the product, just remove these old duplicate options — please confirm that's right before we clean these up."
"PLEASE CONFIRM - GLITTER CLEANUP","Salmon Glitter",,GL18-sz05,40.95,"You've marked these older/duplicate option rows red while leaving the ""per metre"" / ""per 30 metre roll"" rows unmarked on this colour. Reading this as: keep the product, just remove these old duplicate options — please confirm that's right before we clean these up."
"PLEASE CONFIRM - GLITTER CLEANUP","Salmon Glitter",,GL18-sz06,11.4,"You've marked these older/duplicate option rows red while leaving the ""per metre"" / ""per 30 metre roll"" rows unmarked on this colour. Reading this as: keep the product, just remove these old duplicate options — please confirm that's right before we clean these up."
"PLEASE CONFIRM - GLITTER CLEANUP","Salmon Glitter",,GL18-sz07,57.0,"You've marked these older/duplicate option rows red while leaving the ""per metre"" / ""per 30 metre roll"" rows unmarked on this colour. Reading this as: keep the product, just remove these old duplicate options — please confirm that's right before we clean these up."
"PLEASE CONFIRM - GLITTER CLEANUP","Salmon Glitter",,GL18-sz08,18.24,"You've marked these older/duplicate option rows red while leaving the ""per metre"" / ""per 30 metre roll"" rows unmarked on this colour. Reading this as: keep the product, just remove these old duplicate options — please confirm that's right before we clean these up."
"PLEASE CONFIRM - GLITTER CLEANUP","Salmon Glitter",,GL18-sz09,91.2,"You've marked these older/duplicate option rows red while leaving the ""per metre"" / ""per 30 metre roll"" rows unmarked on this colour. Reading this as: keep the product, just remove these old duplicate options — please confirm that's right before we clean these up."
"PLEASE CONFIRM - GLITTER CLEANUP","Silver Glitter",,GL7-sz01,3.54,"You've marked these older/duplicate option rows red while leaving the ""per metre"" / ""per 30 metre roll"" rows unmarked on this colour. Reading this as: keep the product, just remove these old duplicate options — please confirm that's right before we clean these up."
"PLEASE CONFIRM - GLITTER CLEANUP","Silver Glitter",,GL7-sz02,5.73,"You've marked these older/duplicate option rows red while leaving the ""per metre"" / ""per 30 metre roll"" rows unmarked on this colour. Reading this as: keep the product, just remove these old duplicate options — please confirm that's right before we clean these up."
"PLEASE CONFIRM - GLITTER CLEANUP","Silver Glitter",,GL7-sz03,7.98,"You've marked these older/duplicate option rows red while leaving the ""per metre"" / ""per 30 metre roll"" rows unmarked on this colour. Reading this as: keep the product, just remove these old duplicate options — please confirm that's right before we clean these up."
"PLEASE CONFIRM - GLITTER CLEANUP","Silver Glitter",,GL7-sz04,8.19,"You've marked these older/duplicate option rows red while leaving the ""per metre"" / ""per 30 metre roll"" rows unmarked on this colour. Reading this as: keep the product, just remove these old duplicate options — please confirm that's right before we clean these up."
"PLEASE CONFIRM - GLITTER CLEANUP","Silver Glitter",,GL7-sz05,40.95,"You've marked these older/duplicate option rows red while leaving the ""per metre"" / ""per 30 metre roll"" rows unmarked on this colour. Reading this as: keep the product, just remove these old duplicate options — please confirm that's right before we clean these up."
"PLEASE CONFIRM - GLITTER CLEANUP","Silver Glitter",,GL7-sz06,11.4,"You've marked these older/duplicate option rows red while leaving the ""per metre"" / ""per 30 metre roll"" rows unmarked on this colour. Reading this as: keep the product, just remove these old duplicate options — please confirm that's right before we clean these up."
"PLEASE CONFIRM - GLITTER CLEANUP","Silver Glitter",,GL7-sz07,57.0,"You've marked these older/duplicate option rows red while leaving the ""per metre"" / ""per 30 metre roll"" rows unmarked on this colour. Reading this as: keep the product, just remove these old duplicate options — please confirm that's right before we clean these up."
"PLEASE CONFIRM - GLITTER CLEANUP","Silver Glitter",,GL7-sz08,18.24,"You've marked these older/duplicate option rows red while leaving the ""per metre"" / ""per 30 metre roll"" rows unmarked on this colour. Reading this as: keep the product, just remove these old duplicate options — please confirm that's right before we clean these up."
"PLEASE CONFIRM - GLITTER CLEANUP","Silver Glitter",,GL7-sz09,91.2,"You've marked these older/duplicate option rows red while leaving the ""per metre"" / ""per 30 metre roll"" rows unmarked on this colour. Reading this as: keep the product, just remove these old duplicate options — please confirm that's right before we clean these up."
"PLEASE CONFIRM - GLITTER CLEANUP","Yellow Glitter",,GL6-sz01,3.54,"You've marked these older/duplicate option rows red while leaving the ""per metre"" / ""per 30 metre roll"" rows unmarked on this colour. Reading this as: keep the product, just remove these old duplicate options — please confirm that's right before we clean these up."
"PLEASE CONFIRM - GLITTER CLEANUP","Yellow Glitter",,GL6-sz02,5.73,"You've marked these older/duplicate option rows red while leaving the ""per metre"" / ""per 30 metre roll"" rows unmarked on this colour. Reading this as: keep the product, just remove these old duplicate options — please confirm that's right before we clean these up."
"PLEASE CONFIRM - GLITTER CLEANUP","Yellow Glitter",,GL6-sz03,7.98,"You've marked these older/duplicate option rows red while leaving the ""per metre"" / ""per 30 metre roll"" rows unmarked on this colour. Reading this as: keep the product, just remove these old duplicate options — please confirm that's right before we clean these up."
"PLEASE CONFIRM - GLITTER CLEANUP","Yellow Glitter",,GL6-sz04,8.19,"You've marked these older/duplicate option rows red while leaving the ""per metre"" / ""per 30 metre roll"" rows unmarked on this colour. Reading this as: keep the product, just remove these old duplicate options — please confirm that's right before we clean these up."
"PLEASE CONFIRM - GLITTER CLEANUP","Yellow Glitter",,GL6-sz05,40.95,"You've marked these older/duplicate option rows red while leaving the ""per metre"" / ""per 30 metre roll"" rows unmarked on this colour. Reading this as: keep the product, just remove these old duplicate options — please confirm that's right before we clean these up."
"PLEASE CONFIRM - GLITTER CLEANUP","Yellow Glitter",,GL6-sz06,11.4,"You've marked these older/duplicate option rows red while leaving the ""per metre"" / ""per 30 metre roll"" rows unmarked on this colour. Reading this as: keep the product, just remove these old duplicate options — please confirm that's right before we clean these up."
"PLEASE CONFIRM - GLITTER CLEANUP","Yellow Glitter",,GL6-sz07,57.0,"You've marked these older/duplicate option rows red while leaving the ""per metre"" / ""per 30 metre roll"" rows unmarked on this colour. Reading this as: keep the product, just remove these old duplicate options — please confirm that's right before we clean these up."
"PLEASE CONFIRM - GLITTER CLEANUP","Yellow Glitter",,GL6-sz08,18.24,"You've marked these older/duplicate option rows red while leaving the ""per metre"" / ""per 30 metre roll"" rows unmarked on this colour. Reading this as: keep the product, just remove these old duplicate options — please confirm that's right before we clean these up."
"PLEASE CONFIRM - GLITTER CLEANUP","Yellow Glitter",,GL6-sz09,91.2,"You've marked these older/duplicate option rows red while leaving the ""per metre"" / ""per 30 metre roll"" rows unmarked on this colour. Reading this as: keep the product, just remove these old duplicate options — please confirm that's right before we clean these up."
"PLEASE CLARIFY - CONTRADICTS YOUR EMAIL","F-Sign Platinum 836 Permanent Blue","or 1220mm wide here — full 25 metre roll",P836-sz02,135.5,"All rows for this product are marked red with no Resolution/SKU entered, which normally would mean ""delete"". But your email said this one is already sorted via the width-restructuring approach (multiple Sage codes added, same as the 7901). We don't see those codes anywhere in this file for this product — can you confirm which is correct: (a) delete this product as marked, or (b) tell us the Sage codes/widths so we can restructure it, same as we're doing for the 7901?"
"PLEASE CLARIFY - CONTRADICTS YOUR EMAIL","F-Sign Platinum 836 Permanent Blue","or 1220mm wide here — full 25 metre roll (Airflow Adhesive)",P836-sz04,152.0,"All rows for this product are marked red with no Resolution/SKU entered, which normally would mean ""delete"". But your email said this one is already sorted via the width-restructuring approach (multiple Sage codes added, same as the 7901). We don't see those codes anywhere in this file for this product — can you confirm which is correct: (a) delete this product as marked, or (b) tell us the Sage codes/widths so we can restructure it, same as we're doing for the 7901?"
"PLEASE CLARIFY - CONTRADICTS YOUR EMAIL","F-Sign Platinum 836 Permanent Blue","or 1220mm wide here — part roll (Airflow Adhesive) - price per metre",P836-sz03,6.76,"All rows for this product are marked red with no Resolution/SKU entered, which normally would mean ""delete"". But your email said this one is already sorted via the width-restructuring approach (multiple Sage codes added, same as the 7901). We don't see those codes anywhere in this file for this product — can you confirm which is correct: (a) delete this product as marked, or (b) tell us the Sage codes/widths so we can restructure it, same as we're doing for the 7901?"
"PLEASE CLARIFY - CONTRADICTS YOUR EMAIL","F-Sign Platinum 836 Permanent Blue","Size / Format — full 25 metre roll",P836-sz06,67.75,"All rows for this product are marked red with no Resolution/SKU entered, which normally would mean ""delete"". But your email said this one is already sorted via the width-restructuring approach (multiple Sage codes added, same as the 7901). We don't see those codes anywhere in this file for this product — can you confirm which is correct: (a) delete this product as marked, or (b) tell us the Sage codes/widths so we can restructure it, same as we're doing for the 7901?"
"PLEASE CLARIFY - CONTRADICTS YOUR EMAIL","F-Sign Platinum 836 Permanent Blue","Size / Format — full 25 metre roll (Airflow Adhesive)",P836-sz08,76.0,"All rows for this product are marked red with no Resolution/SKU entered, which normally would mean ""delete"". But your email said this one is already sorted via the width-restructuring approach (multiple Sage codes added, same as the 7901). We don't see those codes anywhere in this file for this product — can you confirm which is correct: (a) delete this product as marked, or (b) tell us the Sage codes/widths so we can restructure it, same as we're doing for the 7901?"
"PLEASE CLARIFY - CONTRADICTS YOUR EMAIL","F-Sign Platinum 836 Permanent Blue","Size / Format — part roll - price per metre",P836-sz05,3.01,"All rows for this product are marked red with no Resolution/SKU entered, which normally would mean ""delete"". But your email said this one is already sorted via the width-restructuring approach (multiple Sage codes added, same as the 7901). We don't see those codes anywhere in this file for this product — can you confirm which is correct: (a) delete this product as marked, or (b) tell us the Sage codes/widths so we can restructure it, same as we're doing for the 7901?"
"PLEASE CLARIFY - CONTRADICTS YOUR EMAIL","F-Sign Platinum 836 Permanent Blue","Size / Format — part roll (Airflow Adhesive) - price per metre",P836-sz07,3.38,"All rows for this product are marked red with no Resolution/SKU entered, which normally would mean ""delete"". But your email said this one is already sorted via the width-restructuring approach (multiple Sage codes added, same as the 7901). We don't see those codes anywhere in this file for this product — can you confirm which is correct: (a) delete this product as marked, or (b) tell us the Sage codes/widths so we can restructure it, same as we're doing for the 7901?"
"PLEASE CONFIRM - DELETE FROM SITE?","900E Medium Tack Application Tape :: Part Roll","100mm x 91.4m",900E-sz02,12.08,"Marked red with no Resolution/SKU entered — reading this as ""no longer applicable"", please confirm we should remove this from the site."
"PLEASE CONFIRM - DELETE FROM SITE?","900E Medium Tack Application Tape :: Part Roll","150mm x 91.4m",900E-sz03,18.11,"Marked red with no Resolution/SKU entered — reading this as ""no longer applicable"", please confirm we should remove this from the site."
"PLEASE CONFIRM - DELETE FROM SITE?","900E Medium Tack Application Tape :: Part Roll","203mm x 91.4m",900E-sz04,24.15,"Marked red with no Resolution/SKU entered — reading this as ""no longer applicable"", please confirm we should remove this from the site."
"PLEASE CONFIRM - DELETE FROM SITE?","900E Medium Tack Application Tape :: Part Roll","305mm x 91.4m",900E-sz05,32.92,"Marked red with no Resolution/SKU entered — reading this as ""no longer applicable"", please confirm we should remove this from the site."
"PLEASE CONFIRM - DELETE FROM SITE?","900E Medium Tack Application Tape :: Part Roll","50mm x 91.4m",900E-sz01,6.04,"Marked red with no Resolution/SKU entered — reading this as ""no longer applicable"", please confirm we should remove this from the site."
"PLEASE CONFIRM - DELETE FROM SITE?","900E Medium Tack Application Tape :: Part Roll","610mm x 91.4m",900E-sz06,65.84,"Marked red with no Resolution/SKU entered — reading this as ""no longer applicable"", please confirm we should remove this from the site."
"PLEASE CONFIRM - DELETE FROM SITE?","903 Clear 100 micron Application Tape :: Part Roll","100mm x 91.4m",903-sz02,11.6,"Marked red with no Resolution/SKU entered — reading this as ""no longer applicable"", please confirm we should remove this from the site."
"PLEASE CONFIRM - DELETE FROM SITE?","903 Clear 100 micron Application Tape :: Part Roll","150mm x 91.4m",903-sz03,17.4,"Marked red with no Resolution/SKU entered — reading this as ""no longer applicable"", please confirm we should remove this from the site."
"PLEASE CONFIRM - DELETE FROM SITE?","903 Clear 100 micron Application Tape :: Part Roll","203mm x 91.4m",903-sz04,23.2,"Marked red with no Resolution/SKU entered — reading this as ""no longer applicable"", please confirm we should remove this from the site."
"PLEASE CONFIRM - DELETE FROM SITE?","903 Clear 100 micron Application Tape :: Part Roll","305mm x 91.4m",903-sz05,31.65,"Marked red with no Resolution/SKU entered — reading this as ""no longer applicable"", please confirm we should remove this from the site."
"PLEASE CONFIRM - DELETE FROM SITE?","903 Clear 100 micron Application Tape :: Part Roll","50mm x 91.4m",903-sz01,5.8,"Marked red with no Resolution/SKU entered — reading this as ""no longer applicable"", please confirm we should remove this from the site."
"PLEASE CONFIRM - DELETE FROM SITE?","903 Clear 100 micron Application Tape :: Part Roll","610mm x 91.4m",903-sz06,63.3,"Marked red with no Resolution/SKU entered — reading this as ""no longer applicable"", please confirm we should remove this from the site."
"PLEASE CONFIRM - DELETE FROM SITE?","ASLAN BBL920 PVC FREE Blackboard Film :: 1250mm Wide",,BBL920,21.7,"Marked red with no Resolution/SKU entered — reading this as ""no longer applicable"", please confirm we should remove this from the site."
"PLEASE CONFIRM - DELETE FROM SITE?","ASLAN C11809 White","or 1250mm wide — full 50 mtr roll",C11809S-sz02,222.0,"Marked red with no Resolution/SKU entered — reading this as ""no longer applicable"", please confirm we should remove this from the site."
"PLEASE CONFIRM - DELETE FROM SITE?","ASLAN C11809 White","or 1250mm wide — part roll - price per mtr",C11809S-sz01,4.92,"Marked red with no Resolution/SKU entered — reading this as ""no longer applicable"", please confirm we should remove this from the site."
"PLEASE CONFIRM - DELETE FROM SITE?","ASLAN C11809 White","Size / Format — full 50 mtr roll",C11809S-sz04,111.0,"Marked red with no Resolution/SKU entered — reading this as ""no longer applicable"", please confirm we should remove this from the site."
"PLEASE CONFIRM - DELETE FROM SITE?","ASLAN C11809 White","Size / Format — part roll - price per mtr",C11809S-sz03,2.46,"Marked red with no Resolution/SKU entered — reading this as ""no longer applicable"", please confirm we should remove this from the site."
"PLEASE CONFIRM - DELETE FROM SITE?","ASLAN C11810 Black","or 1250mm wide — full 50 mtr roll",C11810S-sz02,222.0,"Marked red with no Resolution/SKU entered — reading this as ""no longer applicable"", please confirm we should remove this from the site."
"PLEASE CONFIRM - DELETE FROM SITE?","ASLAN C11810 Black","or 1250mm wide — part roll - price per mtr",C11810S-sz01,4.92,"Marked red with no Resolution/SKU entered — reading this as ""no longer applicable"", please confirm we should remove this from the site."
"PLEASE CONFIRM - DELETE FROM SITE?","ASLAN C11810 Black","Size / Format — full 50 mtr roll",C11810S-sz04,111.0,"Marked red with no Resolution/SKU entered — reading this as ""no longer applicable"", please confirm we should remove this from the site."
"PLEASE CONFIRM - DELETE FROM SITE?","ASLAN C11810 Black","Size / Format — part roll - price per mtr",C11810S-sz03,2.46,"Marked red with no Resolution/SKU entered — reading this as ""no longer applicable"", please confirm we should remove this from the site."
"PLEASE CONFIRM - DELETE FROM SITE?","ASLAN SE71 Alpha Opaque Dichroic Film",,13143S,30.2,"Marked red with no Resolution/SKU entered — reading this as ""no longer applicable"", please confirm we should remove this from the site."
"PLEASE CONFIRM - DELETE FROM SITE?","ASLAN SE71 Aurora Opaque Dichroic Film",,13142S,30.2,"Marked red with no Resolution/SKU entered — reading this as ""no longer applicable"", please confirm we should remove this from the site."
"PLEASE CONFIRM - DELETE FROM SITE?","ASLAN SL99 Graffiti Repellent Laminate","Size / Format — FREE SAMPLE",SL99-sz03,0.0,"Marked red with no Resolution/SKU entered — reading this as ""no longer applicable"", please confirm we should remove this from the site."
"PLEASE CONFIRM - DELETE FROM SITE?","Aurora Glitter","per 30 metre roll",GL14-sz02,987.0,"Marked red with no Resolution/SKU entered — reading this as ""no longer applicable"", please confirm we should remove this from the site."
"PLEASE CONFIRM - DELETE FROM SITE?","Aurora Glitter","per metre",GL14-sz01,34.64,"Marked red with no Resolution/SKU entered — reading this as ""no longer applicable"", please confirm we should remove this from the site."
"PLEASE CONFIRM - DELETE FROM SITE?","Corner Rounder",,8004.0,202.6,"Marked red with no Resolution/SKU entered — reading this as ""no longer applicable"", please confirm we should remove this from the site."
"PLEASE CONFIRM - DELETE FROM SITE?","Digital Print Media for Aqueous Inks","1118mm x 30m Matt White Digital Print Vinyl for Aqueous Inks",SALE_Digital_Print_Vinyl_SAV150M_1118,45.0,"Marked red with no Resolution/SKU entered — reading this as ""no longer applicable"", please confirm we should remove this from the site."
"PLEASE CONFIRM - DELETE FROM SITE?","Digital Print Media for Aqueous Inks","1520mm x 30m Gloss White Digital Print Vinyl for Aqueous Inks",SALE_Digital_Print_Vinyl_SAV150G_1520,65.0,"Marked red with no Resolution/SKU entered — reading this as ""no longer applicable"", please confirm we should remove this from the site."
"PLEASE CONFIRM - DELETE FROM SITE?","Digital Print Media for Aqueous Inks","610mm x 30m White Digital Print Self-Adhesive Fabric for Aqueous Inks",SALE_Digital_Print_Fabric_Digi-Fab_610,36.5,"Marked red with no Resolution/SKU entered — reading this as ""no longer applicable"", please confirm we should remove this from the site."
"PLEASE CONFIRM - DELETE FROM SITE?","Digital Print Media for Eco-Solvent, UV & Latex Inks","Digital Print Media for Eco-Solvent, UV & Latex Inks - 1370mm x 25m Print N Go Floor Graphic Vinyl for Eco-Solvent, UV & Latex Inks - R9 Slip Resistance",SALE_Digital_Print_Vinyl_DFP33_1370,155.0,"Marked red with no Resolution/SKU entered — reading this as ""no longer applicable"", please confirm we should remove this from the site."
"PLEASE CONFIRM - DELETE FROM SITE?","Digital Print Media for Eco-Solvent, UV & Latex Inks","Digital Print Media for Eco-Solvent, UV & Latex Inks - 1370mm x 50m Matt White Digital Print Film for Eco Solvent, UV & Latex Inks - PVC FREE",SALE_Digital_Print_Film_Enviroprint_1370,95.0,"Marked red with no Resolution/SKU entered — reading this as ""no longer applicable"", please confirm we should remove this from the site."
"PLEASE CONFIRM - DELETE FROM SITE?","Easy Dot PET Silver L-UV","1370mm x 10m roll",EASYDOTPETSILVER-sz01,164.0,"Marked red with no Resolution/SKU entered — reading this as ""no longer applicable"", please confirm we should remove this from the site."
"PLEASE CONFIRM - DELETE FROM SITE?","Easy Dot PET Silver L-UV","1370mm x 30m roll",EASYDOTPETSILVER-sz02,442.8,"Marked red with no Resolution/SKU entered — reading this as ""no longer applicable"", please confirm we should remove this from the site."
"PLEASE CONFIRM - DELETE FROM SITE?","Easy Dot PET Silver L-UV","Order a Free Sample which will be posted out to you",EASYDOTPETSILVER-sz03,0.0,"Marked red with no Resolution/SKU entered — reading this as ""no longer applicable"", please confirm we should remove this from the site."
"PLEASE CONFIRM - DELETE FROM SITE?","Gold Nylo Flex Heat Transfer Vinyl","per 25 metre roll",4820-sz02,181.5,"Marked red with no Resolution/SKU entered — reading this as ""no longer applicable"", please confirm we should remove this from the site."
"PLEASE CONFIRM - DELETE FROM SITE?","Gold Nylo Flex Heat Transfer Vinyl","per metre",4820-sz01,8.07,"Marked red with no Resolution/SKU entered — reading this as ""no longer applicable"", please confirm we should remove this from the site."
"PLEASE CONFIRM - DELETE FROM SITE?","Hotronix Fusion IQ Heatpress",,XF,2250.0,"Marked red with no Resolution/SKU entered — reading this as ""no longer applicable"", please confirm we should remove this from the site."
"PLEASE CONFIRM - DELETE FROM SITE?","HTV – Heat Transfer Vinyl","HTV - Heat Transfer Vinyl - Gold Star-Flex HTV for heat pressing onto Cotton / Polyester 500mm",SALE_ST492,2.8,"Marked red with no Resolution/SKU entered — reading this as ""no longer applicable"", please confirm we should remove this from the site."
"PLEASE CONFIRM - DELETE FROM SITE?","HTV – Heat Transfer Vinyl","HTV - Heat Transfer Vinyl - Yellow Flock HTV for heat pressing onto Cotton / Polyester 500mm",SALE_7550,3.9,"Marked red with no Resolution/SKU entered — reading this as ""no longer applicable"", please confirm we should remove this from the site."
"PLEASE CONFIRM - DELETE FROM SITE?","Ice Blue Flock Heat Transfer Vinyl",,310.0,11.56,"Marked red with no Resolution/SKU entered — reading this as ""no longer applicable"", please confirm we should remove this from the site."
"PLEASE CONFIRM - DELETE FROM SITE?","Laminating Films","1300mm x 100m Gloss PVC Laminating Film - 100 micron",SALE_Laminate_Boss_Gloss_1300,85.0,"Marked red with no Resolution/SKU entered — reading this as ""no longer applicable"", please confirm we should remove this from the site."
"PLEASE CONFIRM - DELETE FROM SITE?","Laminating Films","1300mm x 50m Textured PVC Laminating Film - 125 micron",SALE_Laminate_Essential_Floor_1300,85.0,"Marked red with no Resolution/SKU entered — reading this as ""no longer applicable"", please confirm we should remove this from the site."
"PLEASE CONFIRM - DELETE FROM SITE?","Laminating Films","1370mm x 50m Matt PP Laminating Film - 25 micron",SALE_ENVIRO_LAM_MATT_1370,75.0,"Marked red with no Resolution/SKU entered — reading this as ""no longer applicable"", please confirm we should remove this from the site."
"PLEASE CONFIRM - DELETE FROM SITE?","Laminating Films","1520mm x 50m Gloss PVC Laminating Film - 80 micron",SALE_Laminate_Essential_Gloss_1520,55.5,"Marked red with no Resolution/SKU entered — reading this as ""no longer applicable"", please confirm we should remove this from the site."
"PLEASE CONFIRM - DELETE FROM SITE?","Laminating Films","880mm x 50m Textured PVC Laminating Film - 125 micron",SALE_Laminate_Essential_Floor_880,60.0,"Marked red with no Resolution/SKU entered — reading this as ""no longer applicable"", please confirm we should remove this from the site."
"PLEASE CONFIRM - DELETE FROM SITE?","Lint Free Gloves - XL (Pack of 10 pairs)",,GLO,10.7,"Marked red with no Resolution/SKU entered — reading this as ""no longer applicable"", please confirm we should remove this from the site."
"PLEASE CONFIRM - DELETE FROM SITE?","Magenta Flock Heat Transfer Vinyl",,250.0,11.56,"Marked red with no Resolution/SKU entered — reading this as ""no longer applicable"", please confirm we should remove this from the site."
"PLEASE CONFIRM - DELETE FROM SITE?","Metal Effect Vinyl :: 500mm Width",,EFX,5.62,"Marked red with no Resolution/SKU entered — reading this as ""no longer applicable"", please confirm we should remove this from the site."
"PLEASE CONFIRM - DELETE FROM SITE?","Orajet 3162 – 4 Year Removable Digital Vinyl","Orajet 3162 - 4 Year Removable Digital Vinyl",Orajet_3162-sz01,81.3,"Marked red with no Resolution/SKU entered — reading this as ""no longer applicable"", please confirm we should remove this from the site."
"PLEASE CONFIRM - DELETE FROM SITE?","Orajet 3268 Matt White Wall Sticker Vinyl :: 500mm x 25m",,BN-20_Digital_Wall_Art_Vinyl,100.0,"Marked red with no Resolution/SKU entered — reading this as ""no longer applicable"", please confirm we should remove this from the site."
"PLEASE CONFIRM - DELETE FROM SITE?","Plotter Pens",,3390.0,11.5,"Marked red with no Resolution/SKU entered — reading this as ""no longer applicable"", please confirm we should remove this from the site."
"PLEASE CONFIRM - DELETE FROM SITE?","Ritrama CF01 Pink Fluorescent","or 'Sheet' size here — 203mm x 500mm",CF01-sz06,2.0,"Marked red with no Resolution/SKU entered — reading this as ""no longer applicable"", please confirm we should remove this from the site."
"PLEASE CONFIRM - DELETE FROM SITE?","Ritrama CF01 Pink Fluorescent","or 'Sheet' size here — 305mm x 500mm",CF01-sz07,2.98,"Marked red with no Resolution/SKU entered — reading this as ""no longer applicable"", please confirm we should remove this from the site."
"PLEASE CONFIRM - DELETE FROM SITE?","Ritrama CF01 Pink Fluorescent","or 1220mm wide — full 25 mtr roll",CF01-sz04,346.0,"Marked red with no Resolution/SKU entered — reading this as ""no longer applicable"", please confirm we should remove this from the site."
"PLEASE CONFIRM - DELETE FROM SITE?","Ritrama CF01 Pink Fluorescent","Size / Format — 203mm x 5m",CF01-sz09,14.25,"Marked red with no Resolution/SKU entered — reading this as ""no longer applicable"", please confirm we should remove this from the site."
"PLEASE CONFIRM - DELETE FROM SITE?","Ritrama CF01 Pink Fluorescent","Size / Format — 305mm x 5m",CF01-sz11,21.25,"Marked red with no Resolution/SKU entered — reading this as ""no longer applicable"", please confirm we should remove this from the site."
"PLEASE CONFIRM - DELETE FROM SITE?","Ritrama CF01 Pink Fluorescent","Size / Format — 500mm x 5m",CF01-sz13,37.75,"Marked red with no Resolution/SKU entered — reading this as ""no longer applicable"", please confirm we should remove this from the site."
